poi,presenze,year,month,day,doy,dow,week,hour,holiday,festive,temperature,humidity,pressure,wind,rain
58,2,2014,4,15,105,2,16,0,0,0,14.57,55.77,1012.74,7.95,0.6
58,3,2014,4,15,105,2,16,1,0,0,15.75,45.07,1012.14,8.59,1.08
58,1,2014,4,15,105,2,16,2,0,0,16.15,40.51,1012.14,7.87,1.29
58,2,2014,4,16,106,3,16,0,0,0,13.36,37.81,1018.94,8.5,0.35
58,3,2014,4,16,106,3,16,1,0,0,15.23,31.58,1018.14,8.52,0.43
58,1,2014,4,16,106,3,16,2,0,0,15.82,30.42,1015.68,8.32,0.44
58,3,2014,4,17,107,4,16,0,0,0,13.55,37.68,1017.23,8.06,0.23
58,4,2014,4,17,107,4,16,1,0,0,15.91,32.81,1015.08,7.83,0.28
58,2,2014,4,17,107,4,16,2,0,0,16.62,32.73,1013.05,7.5,0.39
58,2,2014,4,18,108,5,16,0,0,0,14.73,44.69,1008.27,4.33,0.21
58,4,2014,4,18,108,5,16,1,0,0,16.37,40.47,1006.61,5.28,0.3
58,2,2014,4,18,108,5,16,2,0,0,16.51,42.51,1004.84,5.01,0.35
58,2,2014,4,19,109,6,16,0,1,0,13.35,67.81,1005.93,10.72,4.34
58,4,2014,4,19,109,6,16,1,1,0,14.4,65.21,1005.17,9.57,5.36
58,4,2014,4,19,109,6,16,2,1,0,14.6,66.32,1003.41,6.78,6.51
58,4,2014,4,20,110,7,16,0,1,1,15.78,65.41,1005.81,4.99,0.22
58,4,2014,4,20,110,7,16,1,1,1,16.91,62.2,1005.69,5.83,0.39
58,4,2014,4,20,110,7,16,2,1,1,16.07,66.25,1005.67,5.86,0.6
58,3,2014,4,21,111,1,17,0,0,1,13.92,82.1,1005.45,4.75,2.64
58,4,2014,4,21,111,1,17,1,0,1,14.74,79.98,1005.3,5.06,3.33
58,1,2014,4,21,111,1,17,2,0,1,14.73,79.44,1005.58,4.73,4.25
58,3,2014,4,22,112,2,17,0,0,0,16.52,72.0,1012.03,4.32,0.3
58,4,2014,4,22,112,2,17,1,0,0,18.49,64.38,1012.05,4.67,0.47
58,2,2014,4,22,112,2,17,2,0,0,18.62,64.11,1011.96,4.46,0.59
58,2,2014,4,23,113,3,17,0,0,0,17.11,72.43,1015.08,4.56,0.86
58,4,2014,4,23,113,3,17,1,0,0,19.6,61.19,1014.07,6.05,1.08
58,1,2014,4,23,113,3,17,2,0,0,19.88,58.42,1012.96,6.24,1.34
58,3,2014,4,24,114,4,17,0,0,0,19.08,59.19,1013.6,5.62,0.12
58,4,2014,4,24,114,4,17,1,0,0,20.26,53.85,1012.62,6.83,0.22
58,1,2014,4,24,114,4,17,2,0,0,19.96,53.5,1009.73,7.4,0.26
58,4,2014,4,25,115,5,17,0,0,1,20.34,54.99,1009.75,4.11,0.04
58,4,2014,4,25,115,5,17,1,0,1,21.1,52.28,1008.26,5.38,0.1
58,4,2014,4,25,115,5,17,2,0,1,20.63,54.28,1006.77,4.84,0.32
58,4,2014,4,26,116,6,17,0,1,0,19.45,62.55,1008.82,3.86,0.78
58,4,2014,4,26,116,6,17,1,1,0,20.52,59.1,1007.61,5.32,1.03
58,4,2014,4,26,116,6,17,2,1,0,18.99,64.17,1007.2,5.71,1.98
58,2,2014,4,27,117,7,17,0,1,0,15.09,81.31,1004.75,5.23,5.81
58,4,2014,4,27,117,7,17,1,1,0,14.62,82.37,1003.99,6.21,8.86
58,1,2014,4,27,117,7,17,2,1,0,13.86,84.79,1003.32,5.78,12.59
58,2,2014,4,29,119,2,18,0,0,0,16.29,71.28,1007.59,4.57,4.24
58,4,2014,4,29,119,2,18,1,0,0,18.34,63.62,1007.46,5.51,5.0
58,2,2014,4,29,119,2,18,2,0,0,18.34,63.64,1006.92,5.7,4.63
58,2,2014,4,30,120,3,18,0,0,0,14.68,81.37,1007.87,4.13,5.48
58,4,2014,4,30,120,3,18,1,0,0,15.2,78.62,1007.38,5.95,9.27
58,1,2014,4,30,120,3,18,2,0,0,14.54,80.38,1006.93,5.2,12.5
58,3,2014,5,1,121,4,18,0,0,1,17.17,67.5,1009.92,4.32,0.39
58,4,2014,5,1,121,4,18,1,0,1,19.32,58.6,1009.19,4.98,0.51
58,4,2014,5,1,121,4,18,2,0,1,19.2,57.72,1008.2,4.58,0.65
58,3,2014,5,2,122,5,18,0,0,0,13.84,84.21,1007.66,4.5,5.56
58,4,2014,5,2,122,5,18,1,0,0,14.06,83.66,1007.66,5.35,9.28
58,4,2014,5,2,122,5,18,2,0,0,14.13,82.72,1007.49,4.81,12.49
58,4,2014,5,3,123,6,18,0,1,0,16.21,69.26,1006.03,5.01,3.63
58,4,2014,5,3,123,6,18,1,1,0,17.36,65.81,1005.37,6.29,4.08
58,4,2014,5,3,123,6,18,2,1,0,15.44,72.73,1004.62,5.52,6.16
58,3,2014,5,4,124,7,18,0,1,0,17.11,52.27,1008.99,6.73,1.06
58,1,2014,5,4,124,7,18,1,1,0,18.85,47.36,1008.95,7.13,1.11
58,1,2014,5,6,126,2,19,0,0,0,18.12,56.98,1018.48,3.35,0.0
58,3,2014,5,6,126,2,19,1,0,0,20.24,51.77,1018.25,5.25,0.03
58,1,2014,5,6,126,2,19,2,0,0,20.12,53.9,1017.41,5.35,0.11
58,1,2014,5,7,127,3,19,0,0,0,17.38,67.01,1016.6,3.54,0.11
58,4,2014,5,7,127,3,19,1,0,0,18.68,60.82,1015.3,4.73,0.11
58,1,2014,5,7,127,3,19,2,0,0,18.29,63.05,1014.86,4.64,0.14
58,2,2014,5,8,128,4,19,0,0,0,18.03,64.43,1015.63,3.75,0.12
58,4,2014,5,8,128,4,19,1,0,0,20.35,55.51,1015.44,5.78,0.11
58,2,2014,5,8,128,4,19,2,0,0,20.86,53.03,1014.0,6.24,0.11
58,2,2014,5,9,129,5,19,0,0,0,19.87,59.71,1016.32,3.29,0.0
58,4,2014,5,9,129,5,19,1,0,0,22.31,51.96,1015.22,5.25,0.0
58,1,2014,5,9,129,5,19,2,0,0,22.84,50.5,1013.93,5.13,0.0
58,3,2014,5,10,130,6,19,0,1,0,21.84,56.56,1014.64,3.63,0.0
58,4,2014,5,10,130,6,19,1,1,0,23.58,51.88,1013.56,5.17,0.0
58,3,2014,5,10,130,6,19,2,1,0,23.23,53.68,1011.57,4.73,0.0
58,3,2014,5,11,131,7,19,0,1,0,20.34,65.37,1009.18,5.66,0.06
58,4,2014,5,11,131,7,19,1,1,0,21.32,61.48,1007.54,7.51,0.09
58,1,2014,5,11,131,7,19,2,1,0,21.67,58.82,1005.52,9.73,0.13
58,1,2014,5,13,133,2,20,0,0,0,17.9,54.72,1011.17,5.8,1.14
58,4,2014,5,13,133,2,20,1,0,0,18.02,54.11,1010.49,6.67,1.35
58,1,2014,5,14,134,3,20,0,0,0,18.15,44.8,1014.7,8.8,0.55
58,4,2014,5,14,134,3,20,1,0,0,20.2,35.32,1014.2,10.02,0.63
58,1,2014,5,14,134,3,20,2,0,0,20.13,31.59,1014.77,10.62,0.66
58,1,2014,5,15,135,4,20,0,0,0,18.89,30.49,1016.16,9.07,0.34
58,3,2014,5,15,135,4,20,1,0,0,20.08,28.25,1015.38,9.06,0.34
58,1,2014,5,15,135,4,20,2,0,0,20.09,29.23,1015.06,8.47,0.35
58,2,2014,5,16,136,5,20,0,0,0,17.96,38.83,1012.05,8.39,0.4
58,3,2014,5,16,136,5,20,1,0,0,19.89,35.73,1011.14,8.25,0.85
58,1,2014,5,16,136,5,20,2,0,0,19.95,36.16,1010.65,8.32,1.5
58,3,2014,5,17,137,6,20,0,1,0,19.1,43.72,1013.79,5.39,0.13
58,4,2014,5,17,137,6,20,1,1,0,20.49,40.52,1013.25,5.56,0.14
58,4,2014,5,17,137,6,20,2,1,0,20.44,42.08,1013.08,4.96,0.25
58,2,2014,5,18,138,7,20,0,1,0,18.97,57.63,1014.37,5.87,0.02
58,4,2014,5,18,138,7,20,1,1,0,20.45,52.37,1013.79,6.77,0.05
58,1,2014,5,18,138,7,20,2,1,0,20.44,52.07,1013.36,6.76,0.18
58,2,2014,5,20,140,2,21,0,0,0,18.94,65.9,1017.25,3.21,0.01
58,3,2014,5,20,140,2,21,1,0,0,21.66,55.7,1017.03,5.33,0.01
58,1,2014,5,21,141,3,21,0,0,0,22.19,60.22,1017.78,4.13,3.59
58,3,2014,5,21,141,3,21,1,0,0,23.73,54.09,1016.48,5.43,4.65
58,2,2014,5,21,141,3,21,2,0,0,24.01,51.96,1016.22,5.76,4.5
58,1,2014,5,22,142,4,21,0,0,0,23.42,53.59,1015.36,5.04,0.07
58,3,2014,5,22,142,4,21,1,0,0,24.43,51.16,1013.5,5.86,0.23
58,2,2014,5,22,142,4,21,2,0,0,23.66,54.23,1012.42,5.46,0.8
58,1,2014,5,23,143,5,21,0,0,0,20.25,67.79,1012.21,4.16,6.88
58,4,2014,5,23,143,5,21,1,0,0,21.74,63.0,1012.27,5.12,6.96
58,2,2014,5,23,143,5,21,2,0,0,21.98,62.34,1011.9,5.41,7.98
58,3,2014,5,24,144,6,21,0,1,0,21.72,54.5,1014.17,5.13,0.37
58,4,2014,5,24,144,6,21,1,1,0,23.44,45.87,1013.92,5.89,0.43
58,3,2014,5,24,144,6,21,2,1,0,24.05,41.92,1013.07,5.89,0.54
58,2,2014,5,25,145,7,21,0,1,0,22.75,51.28,1015.93,4.83,0.01
58,3,2014,5,25,145,7,21,1,1,0,24.11,45.67,1014.76,5.66,0.09
58,1,2014,5,25,145,7,21,2,1,0,24.18,43.75,1013.6,4.92,0.22
58,2,2014,5,27,147,2,22,0,0,0,18.54,68.72,1011.14,6.76,1.88
58,3,2014,5,27,147,2,22,1,0,0,20.01,61.01,1010.63,7.2,2.22
58,1,2014,5,27,147,2,22,2,0,0,19.93,61.6,1010.03,6.17,2.65
58,1,2014,5,28,148,3,22,0,0,0,19.51,63.8,1009.62,3.88,0.1
58,3,2014,5,28,148,3,22,1,0,0,21.11,57.74,1009.0,5.29,0.17
58,1,2014,5,28,148,3,22,2,0,0,20.78,60.12,1008.39,6.1,0.5
58,1,2014,5,29,149,4,22,0,0,0,19.42,65.4,1010.07,4.78,0.73
58,4,2014,5,29,149,4,22,1,0,0,21.02,59.39,1009.48,5.72,0.79
58,2,2014,5,29,149,4,22,2,0,0,20.84,59.05,1008.73,5.3,1.28
58,3,2014,5,30,150,5,22,0,0,0,20.51,60.81,1011.18,3.83,0.05
58,4,2014,5,30,150,5,22,1,0,0,22.39,54.77,1010.61,5.1,0.08
58,1,2014,5,30,150,5,22,2,0,0,22.22,55.22,1009.96,5.36,0.18
58,2,2014,5,31,151,6,22,0,1,0,18.53,58.99,1014.85,6.13,1.94
58,4,2014,5,31,151,6,22,1,1,0,19.69,53.43,1014.37,6.65,2.12
58,4,2014,5,31,151,6,22,2,1,0,19.66,52.02,1013.81,5.01,2.32
58,3,2014,6,1,152,7,22,0,1,0,20.52,51.19,1015.46,5.16,0.21
58,4,2014,6,1,152,7,22,1,1,0,22.05,45.43,1014.89,5.71,0.2
58,4,2014,6,1,152,7,22,2,1,0,22.12,44.49,1013.89,5.7,0.24
58,1,2014,6,2,153,1,23,0,0,1,20.96,52.77,1014.89,4.51,0.2
58,4,2014,6,2,153,1,23,1,0,1,22.19,48.36,1013.94,5.48,0.24
58,2,2014,6,2,153,1,23,2,0,1,22.56,47.2,1012.48,5.33,0.32
58,3,2014,6,3,154,2,23,0,0,0,21.83,53.43,1012.4,4.66,0.33
58,3,2014,6,3,154,2,23,1,0,0,22.64,50.36,1010.91,5.85,0.39
58,1,2014,6,3,154,2,23,2,0,0,21.56,54.56,1010.14,5.87,1.03
58,2,2014,6,4,155,3,23,0,0,0,21.71,55.17,1009.85,4.18,0.32
58,3,2014,6,4,155,3,23,1,0,0,22.9,52.16,1009.02,5.37,0.35
58,1,2014,6,4,155,3,23,2,0,0,22.58,55.1,1008.33,5.14,0.43
58,1,2014,6,5,156,4,23,0,0,0,22.22,58.72,1013.78,4.48,2.92
58,3,2014,6,5,156,4,23,1,0,0,23.75,52.79,1013.6,5.14,3.13
58,1,2014,6,5,156,4,23,2,0,0,24.3,50.37,1012.45,5.48,3.21
58,2,2014,6,6,157,5,23,0,0,0,24.11,54.69,1017.44,3.93,0.15
58,4,2014,6,6,157,5,23,1,0,0,25.82,50.02,1016.83,5.03,0.15
58,2,2014,6,6,157,5,23,2,0,0,26.16,49.2,1015.55,4.76,0.15
58,1,2014,6,7,158,6,23,0,1,0,25.33,55.69,1016.46,3.25,0.05
