poi,presenze,year,month,day,doy,dow,week,hour,holiday,festive,temperature,humidity,pressure,wind,rain
59,3,2014,1,2,2,4,1,0,0,0,4.91,84.06,1016.8,2.23,0.7
59,4,2014,1,2,2,4,1,1,0,0,5.64,85.78,1015.63,2.82,1.61
59,2,2014,1,2,2,4,1,2,0,0,5.25,87.99,1016.08,2.44,2.21
59,4,2014,1,3,3,5,1,0,0,0,6.38,87.94,1018.54,2.14,0.39
59,4,2014,1,3,3,5,1,1,0,0,7.57,85.51,1017.59,2.73,0.63
59,3,2014,1,3,3,5,1,2,0,0,7.02,87.59,1017.96,2.11,1.96
59,2,2014,1,4,4,6,1,0,1,0,6.84,92.55,1017.63,3.44,4.31
59,4,2014,1,4,4,6,1,1,1,0,7.56,93.0,1011.62,4.9,8.97
59,2,2014,1,4,4,6,1,2,1,0,7.88,93.23,1007.89,5.2,15.86
59,2,2014,1,5,5,7,1,0,1,0,8.19,91.97,1004.35,6.3,11.3
59,2,2014,1,5,5,7,1,1,1,0,8.57,88.52,1004.54,7.3,15.92
59,1,2014,1,5,5,7,1,2,1,0,8.3,86.11,1006.91,5.49,16.93
59,1,2014,1,6,6,1,2,0,0,1,8.05,83.25,1018.79,3.11,0.16
59,3,2014,1,6,6,1,2,1,0,1,10.87,74.97,1018.23,3.12,0.68
59,1,2014,1,6,6,1,2,2,0,1,9.56,79.39,1019.39,1.43,0.48
59,1,2014,1,7,7,2,2,0,0,0,8.13,85.04,1020.74,1.93,0.06
59,3,2014,1,7,7,2,2,1,0,0,9.35,81.89,1019.89,1.71,0.1
59,1,2014,1,7,7,2,2,2,0,0,8.79,83.37,1020.46,0.87,0.16
59,1,2014,1,8,8,3,2,0,0,0,7.02,88.14,1024.68,1.72,0.1
59,2,2014,1,8,8,3,2,1,0,0,9.12,83.01,1023.61,2.01,0.16
59,1,2014,1,8,8,3,2,2,0,0,8.13,85.56,1023.5,1.35,0.18
59,1,2014,1,9,9,4,2,0,0,0,6.61,88.0,1018.52,1.54,0.07
59,3,2014,1,9,9,4,2,1,0,0,8.07,85.12,1016.74,1.71,1.1
59,1,2014,1,9,9,4,2,2,0,0,7.69,86.29,1016.15,1.25,5.75
59,1,2014,1,10,10,5,2,0,0,0,7.83,89.5,1017.36,2.46,0.04
59,3,2014,1,10,10,5,2,1,0,0,9.08,85.7,1016.03,2.49,0.05
59,1,2014,1,10,10,5,2,2,0,0,8.46,86.53,1016.84,1.49,0.06
59,1,2014,1,11,11,6,2,0,1,0,8.09,88.19,1019.62,1.31,0.14
59,4,2014,1,11,11,6,2,1,1,0,9.12,85.11,1018.85,1.64,0.62
59,2,2014,1,11,11,6,2,2,1,0,8.32,87.32,1018.38,1.17,0.2
59,2,2014,1,12,12,7,2,0,1,0,6.9,86.31,1022.41,1.93,0.04
59,2,2014,1,12,12,7,2,1,1,0,9.13,80.85,1019.04,1.93,0.09
