poi,presenze,year,month,day,doy,dow,week,hour,holiday,festive,temperature,humidity,pressure,wind,rain
54,3,2014,1,1,1,3,1,1,0,1,8.03,66.97,1018.31,2.59,0.4
54,3,2014,1,1,1,3,1,2,0,1,6.06,74.73,1018.62,1.4,0.45
54,3,2014,1,2,2,4,1,0,0,0,5.15,83.98,1016.64,2.39,0.76
54,4,2014,1,2,2,4,1,1,0,0,5.64,85.78,1015.63,2.82,1.61
54,3,2014,1,2,2,4,1,2,0,0,5.29,87.72,1015.97,2.41,2.15
54,3,2014,1,3,3,5,1,0,0,0,6.71,87.5,1017.96,2.23,0.41
54,4,2014,1,3,3,5,1,1,0,0,7.57,85.51,1017.59,2.73,0.63
54,3,2014,1,3,3,5,1,2,0,0,7.18,87.16,1017.84,2.09,1.96
54,3,2014,1,4,4,6,1,0,1,0,7.0,92.67,1017.15,3.71,4.91
54,4,2014,1,4,4,6,1,1,1,0,7.56,93.0,1011.62,4.9,8.97
54,3,2014,1,4,4,6,1,2,1,0,7.79,93.22,1008.59,5.31,13.73
54,3,2014,1,5,5,7,1,1,1,0,8.6,87.95,1004.72,7.35,16.41
54,2,2014,1,5,5,7,1,2,1,0,8.3,86.11,1006.91,5.49,16.93
54,3,2014,1,6,6,1,2,1,0,1,10.97,74.61,1018.23,3.0,0.41
54,1,2014,1,6,6,1,2,2,0,1,9.56,79.39,1019.39,1.43,0.48
54,1,2014,1,7,7,2,2,0,0,0,8.13,85.04,1020.74,1.93,0.06
54,3,2014,1,7,7,2,2,1,0,0,9.35,81.89,1019.89,1.71,0.1
54,1,2014,1,7,7,2,2,2,0,0,8.79,83.37,1020.46,0.87,0.16
54,1,2014,1,8,8,3,2,0,0,0,7.62,87.08,1024.68,1.83,0.1
54,2,2014,1,8,8,3,2,1,0,0,9.12,83.01,1023.61,2.01,0.16
54,1,2014,1,8,8,3,2,2,0,0,8.57,84.42,1023.47,1.31,0.18
54,1,2014,1,9,9,4,2,0,0,0,6.14,88.78,1018.82,1.35,0.06
54,3,2014,1,9,9,4,2,1,0,0,8.07,85.12,1016.74,1.71,1.1
54,1,2014,1,9,9,4,2,2,0,0,7.69,86.29,1016.15,1.25,5.75
