poi,presenze,year,month,day,doy,dow,week,hour,holiday,festive,temperature,humidity,pressure,wind,rain
71,4,2014,1,1,1,3,1,1,0,1,8.03,66.97,1018.31,2.59,0.4
71,3,2014,1,1,1,3,1,2,0,1,6.06,74.73,1018.62,1.4,0.45
71,3,2014,1,2,2,4,1,0,0,0,4.91,84.06,1016.8,2.23,0.7
71,4,2014,1,2,2,4,1,1,0,0,5.64,85.78,1015.63,2.82,1.61
71,2,2014,1,2,2,4,1,2,0,0,5.25,87.99,1016.08,2.44,2.21
71,4,2014,1,3,3,5,1,0,0,0,6.38,87.94,1018.54,2.14,0.39
71,4,2014,1,3,3,5,1,1,0,0,7.57,85.51,1017.59,2.73,0.63
71,4,2014,1,3,3,5,1,2,0,0,7.02,87.59,1017.96,2.11,1.96
71,4,2014,1,4,4,6,1,0,1,0,6.84,92.55,1017.63,3.44,4.31
71,4,2014,1,4,4,6,1,1,1,0,7.56,93.0,1011.62,4.9,8.97
71,2,2014,1,4,4,6,1,2,1,0,7.84,93.23,1008.22,5.21,14.84
71,3,2014,1,5,5,7,1,0,1,0,8.19,91.97,1004.35,6.3,11.3
71,2,2014,1,5,5,7,1,1,1,0,8.57,88.52,1004.54,7.3,15.92
71,1,2014,1,5,5,7,1,2,1,0,8.43,86.0,1006.36,5.87,16.82
71,1,2014,1,6,6,1,2,0,0,1,9.55,79.81,1018.98,3.39,0.2
71,2,2014,1,6,6,1,2,1,0,1,10.87,74.97,1018.23,3.12,0.68
71,1,2014,1,6,6,1,2,2,0,1,8.95,81.05,1018.84,1.57,0.48
71,1,2014,1,7,7,2,2,0,0,0,7.57,86.25,1021.58,1.75,0.06
71,1,2014,1,7,7,2,2,1,0,0,9.25,82.09,1019.95,1.59,0.11
71,1,2014,1,7,7,2,2,2,0,0,7.27,86.94,1020.48,1.02,0.14
71,1,2014,1,8,8,3,2,0,0,0,7.62,87.08,1024.68,1.83,0.1
71,1,2014,1,8,8,3,2,1,0,0,9.12,82.97,1023.49,1.94,0.16
71,1,2014,1,8,8,3,2,2,0,0,7.7,86.7,1023.52,1.39,0.18
71,1,2014,1,9,9,4,2,0,0,0,6.61,88.0,1018.52,1.54,0.07
71,1,2014,1,9,9,4,2,1,0,0,8.02,85.19,1016.93,1.74,0.77
71,1,2014,1,9,9,4,2,2,0,0,7.69,86.29,1016.15,1.25,5.75
71,1,2014,1,10,10,5,2,0,0,0,7.83,89.5,1017.36,2.46,0.04
71,2,2014,1,10,10,5,2,1,0,0,9.08,85.7,1016.03,2.49,0.05
71,1,2014,1,10,10,5,2,2,0,0,8.46,86.53,1016.84,1.49,0.06
71,1,2014,1,11,11,6,2,0,1,0,8.09,88.19,1019.62,1.31,0.14
71,2,2014,1,11,11,6,2,1,1,0,9.12,85.08,1018.84,1.68,0.78
71,2,2014,1,11,11,6,2,2,1,0,8.5,86.68,1017.81,1.27,0.2
71,2,2014,1,12,12,7,2,0,1,0,7.7,85.07,1022.37,1.99,0.04
71,1,2014,1,12,12,7,2,1,1,0,9.13,80.85,1019.04,1.93,0.09
71,1,2014,1,12,12,7,2,2,1,0,7.78,84.25,1018.73,0.56,0.14
71,1,2014,1,13,13,1,3,2,0,0,7.25,85.92,1016.09,1.21,1.43
71,1,2014,1,14,14,2,3,0,0,0,6.94,91.34,1006.54,4.96,12.79
71,1,2014,1,14,14,2,3,1,0,0,7.62,89.92,1004.32,4.17,15.73
71,1,2014,1,15,15,3,3,0,0,0,6.59,85.72,1011.25,3.28,0.78
71,1,2014,1,15,15,3,3,1,0,0,7.43,83.1,1011.2,2.99,1.06
71,1,2014,1,15,15,3,3,2,0,0,5.89,87.47,1012.33,1.73,1.35
71,1,2014,1,16,16,4,3,0,0,0,5.76,89.32,1015.7,1.69,1.52
