poi,presenze,year,month,day,doy,dow,week,hour,holiday,festive,temperature,humidity,pressure,wind,rain
202,4,2014,1,2,2,4,1,0,0,0,4.91,84.06,1016.8,2.23,0.7
202,4,2014,1,2,2,4,1,1,0,0,5.64,85.78,1015.63,2.82,1.61
202,4,2014,1,2,2,4,1,2,0,0,5.25,87.99,1016.08,2.44,2.21
202,4,2014,1,3,3,5,1,0,0,0,6.38,87.94,1018.54,2.14,0.39
202,4,2014,1,3,3,5,1,1,0,0,7.57,85.51,1017.59,2.73,0.63
202,4,2014,1,3,3,5,1,2,0,0,7.02,87.59,1017.96,2.11,1.96
202,3,2014,1,4,4,6,1,0,1,0,7.0,92.67,1017.15,3.71,4.91
202,4,2014,1,4,4,6,1,1,1,0,7.56,93.0,1011.62,4.9,8.97
202,4,2014,1,4,4,6,1,2,1,0,7.84,93.23,1008.22,5.21,14.84
202,3,2014,1,5,5,7,1,0,1,0,8.36,91.61,1004.35,6.45,12.15
202,3,2014,1,5,5,7,1,1,1,0,8.55,88.64,1004.49,7.27,15.7
202,1,2014,1,5,5,7,1,2,1,0,8.17,86.23,1007.03,5.13,16.9
202,1,2014,1,6,6,1,2,0,0,1,8.05,83.25,1018.79,3.11,0.16
202,1,2014,1,6,6,1,2,1,0,1,11.01,74.1,1017.68,3.77,0.36
202,1,2014,1,6,6,1,2,2,0,1,8.43,82.39,1018.77,1.62,0.49
202,1,2014,1,7,7,2,2,0,0,0,6.89,87.15,1021.36,1.71,0.05
202,1,2014,1,7,7,2,2,1,0,0,9.64,81.23,1019.77,1.67,0.11
202,1,2014,1,7,7,2,2,2,0,0,8.24,84.66,1020.4,0.9,0.15
202,1,2014,1,8,8,3,2,1,0,0,9.19,82.75,1023.47,1.96,0.17
202,1,2014,1,8,8,3,2,2,0,0,8.57,84.42,1023.47,1.31,0.18
202,1,2014,1,9,9,4,2,0,0,0,7.07,87.21,1018.21,1.74,0.07
202,1,2014,1,9,9,4,2,1,0,0,8.03,85.17,1016.79,1.75,1.1
202,1,2014,1,9,9,4,2,2,0,0,7.09,88.16,1015.86,1.24,4.12
202,1,2014,1,10,10,5,2,0,0,0,6.58,91.14,1018.32,1.83,0.03
202,2,2014,1,10,10,5,2,1,0,0,9.03,86.05,1015.96,2.62,0.05
202,1,2014,1,10,10,5,2,2,0,0,8.46,86.53,1016.84,1.49,0.06
202,1,2014,1,11,11,6,2,0,1,0,8.09,88.19,1019.62,1.31,0.14
202,2,2014,1,11,11,6,2,1,1,0,9.12,85.08,1018.84,1.68,0.78
202,3,2014,1,11,11,6,2,2,1,0,8.5,86.68,1017.81,1.27,0.2
202,1,2014,1,12,12,7,2,0,1,0,7.7,85.07,1022.37,1.99,0.04
202,2,2014,1,12,12,7,2,1,1,0,9.06,81.09,1019.13,1.93,0.08
202,1,2014,1,12,12,7,2,2,1,0,7.78,84.25,1018.73,0.56,0.14
202,2,2014,1,13,13,1,3,2,0,0,7.25,85.92,1016.09,1.21,1.43
202,1,2014,1,14,14,2,3,1,0,0,7.65,89.69,1004.55,3.79,16.23
202,1,2014,1,15,15,3,3,1,0,0,7.84,82.21,1010.62,3.23,1.09
202,1,2014,1,15,15,3,3,2,0,0,5.65,88.08,1012.55,1.73,1.34
202,1,2014,1,16,16,4,3,1,0,0,6.76,86.7,1014.42,2.38,1.9
202,1,2014,1,17,17,5,3,0,0,0,7.37,89.54,1007.73,5.35,8.5
202,1,2014,1,17,17,5,3,1,0,0,7.53,90.26,1006.79,4.99,11.05
202,1,2014,1,18,18,6,3,0,1,0,7.37,92.13,1008.03,2.98,7.83
202,3,2014,1,18,18,6,3,1,1,0,7.59,92.12,1005.51,3.17,9.75
202,3,2014,1,18,18,6,3,2,1,0,7.83,90.68,1004.96,3.81,11.66
202,2,2014,1,19,19,7,3,0,1,0,8.18,92.54,1003.63,3.82,8.65
202,2,2014,1,19,19,7,3,1,1,0,9.1,91.66,1001.83,4.84,10.62
202,2,2014,1,19,19,7,3,2,1,0,8.81,91.6,1001.01,4.32,12.83
202,1,2014,1,21,21,2,4,0,0,0,9.01,84.47,1002.83,4.45,-2.47
202,1,2014,1,21,21,2,4,1,0,0,11.14,75.56,1003.36,3.82,-3.91
202,1,2014,1,21,21,2,4,2,0,0,9.36,81.01,1004.57,2.8,-3.71
202,1,2014,1,22,22,3,4,0,0,0,7.42,82.97,1009.77,2.18,0.39
202,1,2014,1,22,22,3,4,2,0,0,9.17,78.43,1008.79,1.67,1.1
202,1,2014,1,23,23,4,4,0,0,0,7.65,81.93,1014.91,1.95,0.12
202,1,2014,1,23,23,4,4,1,0,0,9.54,77.33,1013.54,1.73,0.28
202,1,2014,1,23,23,4,4,2,0,0,8.64,81.47,1013.43,1.4,0.41
202,1,2014,1,24,24,5,4,0,0,0,6.36,86.35,1005.75,4.47,3.43
202,1,2014,1,24,24,5,4,1,0,0,7.77,72.91,1003.12,6.81,4.05
202,1,2014,1,24,24,5,4,2,0,0,7.12,72.49,1003.36,6.42,4.25
202,1,2014,1,25,25,6,4,0,1,0,6.75,64.89,1009.01,6.62,1.12
202,2,2014,1,25,25,6,4,1,1,0,8.8,57.07,1007.4,6.83,1.33
202,4,2014,1,25,25,6,4,2,1,0,6.43,65.47,1008.12,3.92,1.46
202,3,2014,1,26,26,7,4,0,1,0,4.69,71.46,1007.6,4.33,0.03
